Filename	Reason(s)
UD409768	DEM min is suspiciously low: -32768.00; 1_NIR max (38328.0000) is an outlier (IQR method); 6_DEM min (-32768.0000) is an outlier (IQR method); 6_DEM std (16084.7998) is an outlier (IQR method)
UD576773	DEM min is suspiciously low: -32768.00; 0_SWIR max (58935.0000) is an outlier (IQR method); 0_SWIR std (6399.3154) is an outlier (IQR method); 1_NIR max (65454.0000) is an outlier (IQR method); 1_NIR std (10455.1592) is an outlier (IQR method); 2_Red max (65535.0000) is an outlier (IQR method); 2_Red std (9687.3252) is an outlier (IQR method); 3_Green max (65454.0000) is an outlier (IQR method); 3_Green std (9425.3447) is an outlier (IQR method); 4_Blue max (65535.0000) is an outlier (IQR method); 4_Blue std (8876.3984) is an outlier (IQR method); 6_DEM min (-32768.0000) is an outlier (IQR method); 6_DEM std (216.6368) is an outlier (IQR method)
UD743095	0_SWIR max (65535.0000) is an outlier (IQR method); 4_Blue max (65535.0000) is an outlier (IQR method)
UE178463	DEM min is suspiciously low: -32768.00; 1_NIR max (12336.0000) is an outlier (IQR method); 6_DEM min (-32768.0000) is an outlier (IQR method); 6_DEM max (-32768.0000) is an outlier (IQR method)
UE251202	2_Red min (1660.0000) is an outlier (IQR method); 4_Blue min (-32768.0000) is an outlier (IQR method)
UE275715	1_NIR max (38416.0000) is an outlier (IQR method)
UE316826	1_NIR max (11614.0000) is an outlier (IQR method)
UE455968	0_SWIR min (7794.0000) is an outlier (IQR method)
UE727879	0_SWIR min (-32768.0000) is an outlier (IQR method); 0_SWIR std (17072.9473) is an outlier (IQR method); 1_NIR min (-32768.0000) is an outlier (IQR method); 1_NIR max (65535.0000) is an outlier (IQR method); 1_NIR std (17249.8008) is an outlier (IQR method); 2_Red min (-32768.0000) is an outlier (IQR method); 2_Red max (65535.0000) is an outlier (IQR method); 2_Red std (16873.7090) is an outlier (IQR method); 3_Green min (-32768.0000) is an outlier (IQR method); 3_Green std (16927.7266) is an outlier (IQR method); 4_Blue min (-32768.0000) is an outlier (IQR method); 4_Blue max (65535.0000) is an outlier (IQR method); 4_Blue std (16880.1055) is an outlier (IQR method)
UE960251	DEM min is suspiciously low: -32768.00; 6_DEM min (-32768.0000) is an outlier (IQR method); 6_DEM std (180.4363) is an outlier (IQR method)
UF158815	1_NIR max (37679.0000) is an outlier (IQR method); 4_Blue min (-32768.0000) is an outlier (IQR method); 6_DEM min (39.0000) is an outlier (IQR method); 6_DEM max (706.0000) is an outlier (IQR method); 6_DEM std (133.1108) is an outlier (IQR method)
UF674071	4_Blue min (-32768.0000) is an outlier (IQR method)
UF779587	0_SWIR min (-32768.0000) is an outlier (IQR method); 0_SWIR max (45250.0000) is an outlier (IQR method); 0_SWIR std (8259.6328) is an outlier (IQR method); 1_NIR min (-32768.0000) is an outlier (IQR method); 1_NIR max (45632.0000) is an outlier (IQR method); 1_NIR std (8309.8818) is an outlier (IQR method); 2_Red min (-32768.0000) is an outlier (IQR method); 2_Red max (65535.0000) is an outlier (IQR method); 2_Red std (8009.8164) is an outlier (IQR method); 3_Green min (-32768.0000) is an outlier (IQR method); 3_Green std (7972.3564) is an outlier (IQR method); 4_Blue min (-32768.0000) is an outlier (IQR method); 4_Blue std (7927.8208) is an outlier (IQR method)
UF909985	DEM min is suspiciously low: -32768.00; 0_SWIR min (-32768.0000) is an outlier (IQR method); 0_SWIR std (9601.6650) is an outlier (IQR method); 1_NIR min (-32768.0000) is an outlier (IQR method); 1_NIR std (9634.1924) is an outlier (IQR method); 2_Red min (-32768.0000) is an outlier (IQR method); 2_Red std (9571.0059) is an outlier (IQR method); 3_Green min (-32768.0000) is an outlier (IQR method); 3_Green std (9625.7959) is an outlier (IQR method); 4_Blue min (-32768.0000) is an outlier (IQR method); 4_Blue max (65535.0000) is an outlier (IQR method); 4_Blue std (9713.0605) is an outlier (IQR method); 6_DEM min (-32768.0000) is an outlier (IQR method); 6_DEM std (11997.0820) is an outlier (IQR method)
UF932250	4_Blue max (65535.0000) is an outlier (IQR method)
UG134812	0_SWIR min (-32768.0000) is an outlier (IQR method); 0_SWIR std (16491.7871) is an outlier (IQR method); 1_NIR min (-32768.0000) is an outlier (IQR method); 1_NIR std (17545.3926) is an outlier (IQR method); 2_Red min (-32768.0000) is an outlier (IQR method); 2_Red std (15576.7568) is an outlier (IQR method); 3_Green min (-32768.0000) is an outlier (IQR method); 3_Green std (15570.1885) is an outlier (IQR method); 4_Blue min (-32768.0000) is an outlier (IQR method); 4_Blue std (15474.6670) is an outlier (IQR method)
UG373781	6_DEM max (547.0000) is an outlier (IQR method); 6_DEM std (97.6237) is an outlier (IQR method)
UG396287	DEM min is suspiciously low: -32768.00; 6_DEM min (-32768.0000) is an outlier (IQR method); 6_DEM std (163.8980) is an outlier (IQR method)
UG400009	0_SWIR max (65535.0000) is an outlier (IQR method); 4_Blue max (65535.0000) is an outlier (IQR method)
UG436467	4_Blue max (65535.0000) is an outlier (IQR method)
UH176281	1_NIR min (3416.0000) is an outlier (IQR method); 2_Red min (-32768.0000) is an outlier (IQR method); 3_Green min (-32768.0000) is an outlier (IQR method); 4_Blue min (-32768.0000) is an outlier (IQR method)
UH652436	0_SWIR max (65535.0000) is an outlier (IQR method); 4_Blue max (65535.0000) is an outlier (IQR method)
UI581894	DEM min is suspiciously low: -32768.00; 6_DEM min (-32768.0000) is an outlier (IQR method); 6_DEM max (-32768.0000) is an outlier (IQR method)
UI889256	0_SWIR max (10431.0000) is an outlier (IQR method); 1_NIR max (11291.0000) is an outlier (IQR method)
UJ314828	0_SWIR min (-32768.0000) is an outlier (IQR method); 1_NIR min (-32768.0000) is an outlier (IQR method); 2_Red min (-32768.0000) is an outlier (IQR method); 3_Green min (-32768.0000) is an outlier (IQR method); 4_Blue min (-32768.0000) is an outlier (IQR method); 4_Blue max (65535.0000) is an outlier (IQR method)
UJ340500	DEM min is suspiciously low: -32768.00; 6_DEM min (-32768.0000) is an outlier (IQR method); 6_DEM std (119.3192) is an outlier (IQR method)
UJ439753	4_Blue max (65535.0000) is an outlier (IQR method)
UJ501415	0_SWIR min (-32768.0000) is an outlier (IQR method); 0_SWIR std (9128.6133) is an outlier (IQR method); 1_NIR min (-32768.0000) is an outlier (IQR method); 1_NIR std (9802.2646) is an outlier (IQR method); 2_Red min (-32768.0000) is an outlier (IQR method); 2_Red std (8756.5869) is an outlier (IQR method); 3_Green min (-32768.0000) is an outlier (IQR method); 3_Green std (8663.4707) is an outlier (IQR method); 4_Blue min (-32768.0000) is an outlier (IQR method); 4_Blue std (9284.7100) is an outlier (IQR method)
UJ529491	4_Blue min (-32768.0000) is an outlier (IQR method); 6_DEM max (561.0000) is an outlier (IQR method); 6_DEM std (128.3981) is an outlier (IQR method)
UJ817286	DEM min is suspiciously low: -32768.00; 6_DEM min (-32768.0000) is an outlier (IQR method); 6_DEM std (170.5131) is an outlier (IQR method)
UK113266	DEM min is suspiciously low: -32768.00; 1_NIR max (11844.0000) is an outlier (IQR method); 6_DEM min (-32768.0000) is an outlier (IQR method); 6_DEM std (5749.3540) is an outlier (IQR method)
UK244935	DEM min is suspiciously low: -32768.00; 6_DEM min (-32768.0000) is an outlier (IQR method); 6_DEM std (211.5858) is an outlier (IQR method)
UK290514	0_SWIR min (7722.0000) is an outlier (IQR method)
UK316277	1_NIR min (2789.0000) is an outlier (IQR method); 2_Red min (-32768.0000) is an outlier (IQR method); 3_Green min (-32768.0000) is an outlier (IQR method); 4_Blue min (-32768.0000) is an outlier (IQR method); 4_Blue std (7693.0884) is an outlier (IQR method)
UK357989	5_CloudMask max (0.0000) is an outlier (IQR method)
UK406550	5_CloudMask max (0.0000) is an outlier (IQR method)
UK504576	1_NIR min (2693.0000) is an outlier (IQR method); 2_Red min (-32768.0000) is an outlier (IQR method); 3_Green min (-32768.0000) is an outlier (IQR method); 4_Blue min (-32768.0000) is an outlier (IQR method)
UK722217	0_SWIR min (-32768.0000) is an outlier (IQR method); 0_SWIR std (18314.2109) is an outlier (IQR method); 1_NIR min (-32768.0000) is an outlier (IQR method); 1_NIR max (65535.0000) is an outlier (IQR method); 1_NIR std (18674.1680) is an outlier (IQR method); 2_Red min (-32768.0000) is an outlier (IQR method); 2_Red max (65535.0000) is an outlier (IQR method); 2_Red std (18203.3398) is an outlier (IQR method); 3_Green min (-32768.0000) is an outlier (IQR method); 3_Green std (18249.5586) is an outlier (IQR method); 4_Blue min (-32768.0000) is an outlier (IQR method); 4_Blue max (65535.0000) is an outlier (IQR method); 4_Blue std (18113.3789) is an outlier (IQR method)
UK845281	1_NIR min (1237.0000) is an outlier (IQR method); 2_Red min (-32768.0000) is an outlier (IQR method); 4_Blue min (-32768.0000) is an outlier (IQR method)
UL572079	1_NIR min (2823.0000) is an outlier (IQR method); 1_NIR max (49163.0000) is an outlier (IQR method); 2_Red min (604.0000) is an outlier (IQR method); 2_Red max (45613.0000) is an outlier (IQR method); 3_Green max (42449.0000) is an outlier (IQR method); 4_Blue min (-32768.0000) is an outlier (IQR method)
UL593549	4_Blue max (65535.0000) is an outlier (IQR method); 6_DEM std (118.1073) is an outlier (IQR method)
UM205102	DEM min is suspiciously low: -32768.00; 6_DEM min (-32768.0000) is an outlier (IQR method); 6_DEM std (163.9745) is an outlier (IQR method)
UM290552	4_Blue min (-32768.0000) is an outlier (IQR method)
UM342397	0_SWIR max (11206.0000) is an outlier (IQR method); 1_NIR max (11802.0000) is an outlier (IQR method)
UM703003	4_Blue max (65535.0000) is an outlier (IQR method)
UM789880	4_Blue max (65535.0000) is an outlier (IQR method)
UM967438	4_Blue max (65535.0000) is an outlier (IQR method)
UM991286	0_SWIR min (7694.0000) is an outlier (IQR method)
UN123536	DEM min is suspiciously low: -32768.00; 0_SWIR min (-32768.0000) is an outlier (IQR method); 0_SWIR max (11528.0000) is an outlier (IQR method); 0_SWIR std (19233.0742) is an outlier (IQR method); 1_NIR min (-32768.0000) is an outlier (IQR method); 1_NIR max (65535.0000) is an outlier (IQR method); 1_NIR std (19109.7832) is an outlier (IQR method); 2_Red min (-32768.0000) is an outlier (IQR method); 2_Red max (65535.0000) is an outlier (IQR method); 2_Red std (18916.8945) is an outlier (IQR method); 3_Green min (-32768.0000) is an outlier (IQR method); 3_Green max (49079.0000) is an outlier (IQR method); 3_Green std (18859.6211) is an outlier (IQR method); 4_Blue min (-32768.0000) is an outlier (IQR method); 4_Blue max (65535.0000) is an outlier (IQR method); 4_Blue std (18708.4551) is an outlier (IQR method); 6_DEM min (-32768.0000) is an outlier (IQR method); 6_DEM std (3020.6980) is an outlier (IQR method)
UN171978	1_NIR min (2061.0000) is an outlier (IQR method); 2_Red min (-32768.0000) is an outlier (IQR method); 3_Green min (-32768.0000) is an outlier (IQR method); 4_Blue min (-32768.0000) is an outlier (IQR method)
UN390119	0_SWIR max (9246.0000) is an outlier (IQR method); 1_NIR max (9069.0000) is an outlier (IQR method)
UN509992	0_SWIR min (-32768.0000) is an outlier (IQR method); 0_SWIR std (9960.5117) is an outlier (IQR method); 1_NIR min (-32768.0000) is an outlier (IQR method); 1_NIR std (10561.7715) is an outlier (IQR method); 2_Red min (-32768.0000) is an outlier (IQR method); 2_Red std (9028.5439) is an outlier (IQR method); 3_Green min (-32768.0000) is an outlier (IQR method); 3_Green std (9029.9033) is an outlier (IQR method); 4_Blue min (-32768.0000) is an outlier (IQR method); 4_Blue std (8875.0361) is an outlier (IQR method)
UN523874	1_NIR max (14271.0000) is an outlier (IQR method)
UN682532	1_NIR min (2615.0000) is an outlier (IQR method); 2_Red min (820.0000) is an outlier (IQR method)
UN984449	1_NIR min (3267.0000) is an outlier (IQR method); 1_NIR max (37858.0000) is an outlier (IQR method); 2_Red min (-32768.0000) is an outlier (IQR method); 3_Green min (-32768.0000) is an outlier (IQR method); 4_Blue min (-32768.0000) is an outlier (IQR method)
UO249811	4_Blue max (65535.0000) is an outlier (IQR method)
UO463627	0_SWIR min (-32768.0000) is an outlier (IQR method); 0_SWIR max (9886.0000) is an outlier (IQR method); 0_SWIR std (17519.2930) is an outlier (IQR method); 1_NIR min (-32768.0000) is an outlier (IQR method); 1_NIR max (11019.0000) is an outlier (IQR method); 1_NIR std (17597.0273) is an outlier (IQR method); 2_Red min (-32768.0000) is an outlier (IQR method); 2_Red std (17488.9336) is an outlier (IQR method); 3_Green min (-32768.0000) is an outlier (IQR method); 3_Green std (17511.0195) is an outlier (IQR method); 4_Blue min (-32768.0000) is an outlier (IQR method); 4_Blue std (17463.2832) is an outlier (IQR method)
UO572665	0_SWIR min (-32768.0000) is an outlier (IQR method); 0_SWIR std (8707.2959) is an outlier (IQR method); 1_NIR min (-32768.0000) is an outlier (IQR method); 1_NIR std (8564.2070) is an outlier (IQR method); 2_Red min (-32768.0000) is an outlier (IQR method); 2_Red std (7319.5249) is an outlier (IQR method); 3_Green min (-32768.0000) is an outlier (IQR method); 3_Green std (7242.2192) is an outlier (IQR method); 4_Blue min (-32768.0000) is an outlier (IQR method); 4_Blue max (65535.0000) is an outlier (IQR method); 4_Blue std (7120.2915) is an outlier (IQR method)
UO961379	0_SWIR min (7894.0000) is an outlier (IQR method); 2_Red min (475.0000) is an outlier (IQR method); 4_Blue min (-32768.0000) is an outlier (IQR method)
UP409963	0_SWIR min (-32768.0000) is an outlier (IQR method); 1_NIR min (-32768.0000) is an outlier (IQR method); 2_Red min (-32768.0000) is an outlier (IQR method); 3_Green min (-32768.0000) is an outlier (IQR method); 4_Blue min (-32768.0000) is an outlier (IQR method)
UP494812	DEM min is suspiciously low: -32768.00; 6_DEM min (-32768.0000) is an outlier (IQR method); 6_DEM std (515.7201) is an outlier (IQR method)
UP514850	4_Blue max (65535.0000) is an outlier (IQR method)
UQ141094	0_SWIR max (9507.0000) is an outlier (IQR method); 1_NIR max (9406.0000) is an outlier (IQR method)
UQ188049	6_DEM std (125.6667) is an outlier (IQR method)
UQ313340	1_NIR max (64827.0000) is an outlier (IQR method); 1_NIR std (11081.1436) is an outlier (IQR method); 2_Red max (55732.0000) is an outlier (IQR method); 2_Red std (9423.8125) is an outlier (IQR method); 3_Green max (64410.0000) is an outlier (IQR method); 3_Green std (10381.4521) is an outlier (IQR method)
UQ497455	0_SWIR min (-32768.0000) is an outlier (IQR method); 0_SWIR std (19693.7871) is an outlier (IQR method); 1_NIR min (-32768.0000) is an outlier (IQR method); 1_NIR std (19928.0215) is an outlier (IQR method); 2_Red min (-32768.0000) is an outlier (IQR method); 2_Red std (19340.2051) is an outlier (IQR method); 3_Green min (-32768.0000) is an outlier (IQR method); 3_Green std (19461.4082) is an outlier (IQR method); 4_Blue min (-32768.0000) is an outlier (IQR method); 4_Blue std (19420.8750) is an outlier (IQR method)
UQ898134	1_NIR max (40860.0000) is an outlier (IQR method); 2_Red max (40237.0000) is an outlier (IQR method); 2_Red std (6224.0742) is an outlier (IQR method); 3_Green max (44667.0000) is an outlier (IQR method); 3_Green std (7495.8960) is an outlier (IQR method); 4_Blue max (65535.0000) is an outlier (IQR method); 6_DEM min (17.0000) is an outlier (IQR method); 6_DEM max (636.0000) is an outlier (IQR method); 6_DEM std (138.1377) is an outlier (IQR method)
UR163730	DEM min is suspiciously low: -32768.00; 6_DEM min (-32768.0000) is an outlier (IQR method); 6_DEM std (191.6784) is an outlier (IQR method)
UR184050	1_NIR max (11278.0000) is an outlier (IQR method)
UR338435	0_SWIR min (7786.0000) is an outlier (IQR method)
UR433713	0_SWIR min (5039.0000) is an outlier (IQR method); 1_NIR min (-32768.0000) is an outlier (IQR method); 2_Red min (-32768.0000) is an outlier (IQR method); 3_Green min (-32768.0000) is an outlier (IQR method); 4_Blue min (-32768.0000) is an outlier (IQR method)
UR869603	4_Blue max (65535.0000) is an outlier (IQR method)
US225805	0_SWIR max (65535.0000) is an outlier (IQR method); 4_Blue max (65535.0000) is an outlier (IQR method)
US411132	DEM min is suspiciously low: -32768.00; 1_NIR max (11078.0000) is an outlier (IQR method); 6_DEM min (-32768.0000) is an outlier (IQR method); 6_DEM max (-32768.0000) is an outlier (IQR method)
US674993	1_NIR max (14065.0000) is an outlier (IQR method)
US781651	1_NIR min (-32768.0000) is an outlier (IQR method); 1_NIR max (51381.0000) is an outlier (IQR method); 1_NIR std (7918.2646) is an outlier (IQR method); 2_Red min (-32768.0000) is an outlier (IQR method); 2_Red max (52267.0000) is an outlier (IQR method); 2_Red std (8393.7891) is an outlier (IQR method); 3_Green min (-32768.0000) is an outlier (IQR method); 3_Green max (51520.0000) is an outlier (IQR method); 3_Green std (8066.2266) is an outlier (IQR method); 4_Blue min (-32768.0000) is an outlier (IQR method); 4_Blue max (52356.0000) is an outlier (IQR method); 4_Blue std (10338.2666) is an outlier (IQR method)
US847056	DEM min is suspiciously low: -32768.00; 6_DEM min (-32768.0000) is an outlier (IQR method); 6_DEM max (-32768.0000) is an outlier (IQR method)
UT185955	0_SWIR max (9078.0000) is an outlier (IQR method); 1_NIR max (8882.0000) is an outlier (IQR method)
UT494401	0_SWIR max (40256.0000) is an outlier (IQR method); 1_NIR max (40394.0000) is an outlier (IQR method)
UT804090	0_SWIR min (-32768.0000) is an outlier (IQR method); 0_SWIR std (18664.8770) is an outlier (IQR method); 1_NIR min (-32768.0000) is an outlier (IQR method); 1_NIR std (19210.4395) is an outlier (IQR method); 2_Red min (-32768.0000) is an outlier (IQR method); 2_Red std (16928.5859) is an outlier (IQR method); 3_Green min (-32768.0000) is an outlier (IQR method); 3_Green std (16858.8320) is an outlier (IQR method); 4_Blue min (-32768.0000) is an outlier (IQR method); 4_Blue std (16654.3105) is an outlier (IQR method)
UT896387	1_NIR min (1872.0000) is an outlier (IQR method); 2_Red min (-32768.0000) is an outlier (IQR method); 3_Green min (-32768.0000) is an outlier (IQR method); 4_Blue min (-32768.0000) is an outlier (IQR method)
UT938141	0_SWIR min (7711.0000) is an outlier (IQR method)
UU185530	DEM min is suspiciously low: -32768.00; 6_DEM min (-32768.0000) is an outlier (IQR method); 6_DEM std (600.1246) is an outlier (IQR method)
UU789115	DEM min is suspiciously low: -32768.00; 6_DEM min (-32768.0000) is an outlier (IQR method); 6_DEM std (163.9391) is an outlier (IQR method)
UU915361	4_Blue max (65535.0000) is an outlier (IQR method)
UV170561	0_SWIR min (-32768.0000) is an outlier (IQR method); 0_SWIR std (22917.2129) is an outlier (IQR method); 1_NIR min (-32768.0000) is an outlier (IQR method); 1_NIR std (24445.3789) is an outlier (IQR method); 2_Red min (-32768.0000) is an outlier (IQR method); 2_Red std (21361.4297) is an outlier (IQR method); 3_Green min (-32768.0000) is an outlier (IQR method); 3_Green std (21148.6270) is an outlier (IQR method); 4_Blue min (-32768.0000) is an outlier (IQR method); 4_Blue std (20627.8535) is an outlier (IQR method); 6_DEM min (2.0000) is an outlier (IQR method); 6_DEM max (613.0000) is an outlier (IQR method); 6_DEM std (101.3190) is an outlier (IQR method)
UV338475	0_SWIR max (10008.0000) is an outlier (IQR method); 1_NIR max (10464.0000) is an outlier (IQR method); 5_CloudMask max (0.0000) is an outlier (IQR method)
UV401338	DEM min is suspiciously low: -32768.00; 0_SWIR min (-32768.0000) is an outlier (IQR method); 0_SWIR std (16915.7617) is an outlier (IQR method); 1_NIR min (-32768.0000) is an outlier (IQR method); 1_NIR max (65535.0000) is an outlier (IQR method); 1_NIR std (16990.3223) is an outlier (IQR method); 2_Red min (-32768.0000) is an outlier (IQR method); 2_Red max (65535.0000) is an outlier (IQR method); 2_Red std (16954.9199) is an outlier (IQR method); 3_Green min (-32768.0000) is an outlier (IQR method); 3_Green std (16982.9863) is an outlier (IQR method); 4_Blue min (-32768.0000) is an outlier (IQR method); 4_Blue max (65535.0000) is an outlier (IQR method); 4_Blue std (16975.2402) is an outlier (IQR method); 6_DEM min (-32768.0000) is an outlier (IQR method); 6_DEM max (-32768.0000) is an outlier (IQR method)
UV409220	DEM min is suspiciously low: -32768.00; 6_DEM min (-32768.0000) is an outlier (IQR method); 6_DEM std (97.3311) is an outlier (IQR method)
UV593446	0_SWIR max (65535.0000) is an outlier (IQR method); 4_Blue max (65535.0000) is an outlier (IQR method)
UV599164	0_SWIR min (-32768.0000) is an outlier (IQR method); 0_SWIR max (9255.0000) is an outlier (IQR method); 0_SWIR std (20408.4141) is an outlier (IQR method); 1_NIR min (-32768.0000) is an outlier (IQR method); 1_NIR max (9199.0000) is an outlier (IQR method); 1_NIR std (20660.5996) is an outlier (IQR method); 2_Red min (-32768.0000) is an outlier (IQR method); 2_Red std (20676.2988) is an outlier (IQR method); 3_Green min (-32768.0000) is an outlier (IQR method); 3_Green std (20844.0703) is an outlier (IQR method); 4_Blue min (-32768.0000) is an outlier (IQR method); 4_Blue std (21032.2852) is an outlier (IQR method)
UV671386	DEM min is suspiciously low: -32768.00; 0_SWIR min (-32768.0000) is an outlier (IQR method); 0_SWIR max (10397.0000) is an outlier (IQR method); 0_SWIR std (19597.1367) is an outlier (IQR method); 1_NIR min (-32768.0000) is an outlier (IQR method); 1_NIR max (11029.0000) is an outlier (IQR method); 1_NIR std (19792.2832) is an outlier (IQR method); 2_Red min (-32768.0000) is an outlier (IQR method); 2_Red std (19770.9883) is an outlier (IQR method); 3_Green min (-32768.0000) is an outlier (IQR method); 3_Green std (19857.7148) is an outlier (IQR method); 4_Blue min (-32768.0000) is an outlier (IQR method); 4_Blue std (19863.0352) is an outlier (IQR method); 6_DEM min (-32768.0000) is an outlier (IQR method); 6_DEM max (-32768.0000) is an outlier (IQR method)
UW110060	0_SWIR min (-32768.0000) is an outlier (IQR method); 1_NIR min (-32768.0000) is an outlier (IQR method); 2_Red min (-32768.0000) is an outlier (IQR method); 3_Green min (-32768.0000) is an outlier (IQR method); 4_Blue min (-32768.0000) is an outlier (IQR method); 4_Blue max (65535.0000) is an outlier (IQR method)
UW794299	0_SWIR max (10832.0000) is an outlier (IQR method); 1_NIR max (10933.0000) is an outlier (IQR method)
UW808441	0_SWIR min (-32768.0000) is an outlier (IQR method); 1_NIR min (-32768.0000) is an outlier (IQR method); 1_NIR max (60402.0000) is an outlier (IQR method); 1_NIR std (9371.1328) is an outlier (IQR method); 2_Red min (-32768.0000) is an outlier (IQR method); 2_Red max (51102.0000) is an outlier (IQR method); 2_Red std (8623.6035) is an outlier (IQR method); 3_Green min (-32768.0000) is an outlier (IQR method); 3_Green max (59328.0000) is an outlier (IQR method); 3_Green std (10656.7822) is an outlier (IQR method); 4_Blue min (-32768.0000) is an outlier (IQR method); 4_Blue std (6539.5234) is an outlier (IQR method)
UW833337	4_Blue max (65535.0000) is an outlier (IQR method)
UW844012	4_Blue max (65535.0000) is an outlier (IQR method)
UW896290	DEM min is suspiciously low: -32768.00; 6_DEM min (-32768.0000) is an outlier (IQR method); 6_DEM max (-32768.0000) is an outlier (IQR method)
UX267172	4_Blue max (65535.0000) is an outlier (IQR method)
UX371226	0_SWIR min (6098.0000) is an outlier (IQR method); 1_NIR min (-32768.0000) is an outlier (IQR method); 2_Red min (-32768.0000) is an outlier (IQR method); 3_Green min (-32768.0000) is an outlier (IQR method); 4_Blue min (-32768.0000) is an outlier (IQR method)
UX385857	DEM min is suspiciously low: -32768.00; 0_SWIR max (65535.0000) is an outlier (IQR method); 0_SWIR std (7394.6060) is an outlier (IQR method); 1_NIR std (7818.3696) is an outlier (IQR method); 2_Red std (6934.9175) is an outlier (IQR method); 3_Green std (6644.0249) is an outlier (IQR method); 4_Blue max (65535.0000) is an outlier (IQR method); 4_Blue std (17649.7090) is an outlier (IQR method); 6_DEM min (-32768.0000) is an outlier (IQR method); 6_DEM std (208.4153) is an outlier (IQR method)
UX488218	0_SWIR min (-32768.0000) is an outlier (IQR method); 0_SWIR std (9636.4541) is an outlier (IQR method); 1_NIR min (-32768.0000) is an outlier (IQR method); 1_NIR std (9804.7715) is an outlier (IQR method); 2_Red min (-32768.0000) is an outlier (IQR method); 2_Red std (9426.3174) is an outlier (IQR method); 3_Green min (-32768.0000) is an outlier (IQR method); 3_Green std (9476.0996) is an outlier (IQR method); 4_Blue min (-32768.0000) is an outlier (IQR method); 4_Blue std (9466.8906) is an outlier (IQR method)
UX749840	1_NIR max (39909.0000) is an outlier (IQR method); 4_Blue max (65535.0000) is an outlier (IQR method)
UX753044	0_SWIR min (-32768.0000) is an outlier (IQR method); 0_SWIR std (16980.6719) is an outlier (IQR method); 1_NIR min (-32768.0000) is an outlier (IQR method); 1_NIR max (65535.0000) is an outlier (IQR method); 1_NIR std (17157.6426) is an outlier (IQR method); 2_Red min (-32768.0000) is an outlier (IQR method); 2_Red max (65535.0000) is an outlier (IQR method); 2_Red std (16169.8311) is an outlier (IQR method); 3_Green min (-32768.0000) is an outlier (IQR method); 3_Green std (16124.1924) is an outlier (IQR method); 4_Blue min (-32768.0000) is an outlier (IQR method); 4_Blue max (65535.0000) is an outlier (IQR method); 4_Blue std (15979.8262) is an outlier (IQR method)
UX814949	0_SWIR min (-32768.0000) is an outlier (IQR method); 0_SWIR std (21793.3301) is an outlier (IQR method); 1_NIR min (-32768.0000) is an outlier (IQR method); 1_NIR max (65535.0000) is an outlier (IQR method); 1_NIR std (21809.5098) is an outlier (IQR method); 2_Red min (-32768.0000) is an outlier (IQR method); 2_Red max (65535.0000) is an outlier (IQR method); 2_Red std (20578.8281) is an outlier (IQR method); 3_Green min (-32768.0000) is an outlier (IQR method); 3_Green std (20544.7129) is an outlier (IQR method); 4_Blue min (-32768.0000) is an outlier (IQR method); 4_Blue max (65535.0000) is an outlier (IQR method); 4_Blue std (20277.5742) is an outlier (IQR method)
UY254319	DEM min is suspiciously low: -32768.00; 6_DEM min (-32768.0000) is an outlier (IQR method); 6_DEM max (-32768.0000) is an outlier (IQR method)
UY323530	0_SWIR min (-32768.0000) is an outlier (IQR method); 0_SWIR max (65535.0000) is an outlier (IQR method); 0_SWIR std (10975.9795) is an outlier (IQR method); 1_NIR min (-32768.0000) is an outlier (IQR method); 1_NIR std (11138.4824) is an outlier (IQR method); 2_Red min (-32768.0000) is an outlier (IQR method); 2_Red std (10605.3994) is an outlier (IQR method); 3_Green min (-32768.0000) is an outlier (IQR method); 3_Green std (10662.4121) is an outlier (IQR method); 4_Blue min (-32768.0000) is an outlier (IQR method); 4_Blue std (10658.0381) is an outlier (IQR method)
UY359555	0_SWIR max (10195.0000) is an outlier (IQR method); 1_NIR max (12307.0000) is an outlier (IQR method)
UY506798	0_SWIR min (-32768.0000) is an outlier (IQR method); 0_SWIR std (18986.5273) is an outlier (IQR method); 1_NIR min (-32768.0000) is an outlier (IQR method); 1_NIR std (19654.4492) is an outlier (IQR method); 2_Red min (-32768.0000) is an outlier (IQR method); 2_Red std (18290.3633) is an outlier (IQR method); 3_Green min (-32768.0000) is an outlier (IQR method); 3_Green std (18340.9492) is an outlier (IQR method); 4_Blue min (-32768.0000) is an outlier (IQR method); 4_Blue std (18121.9492) is an outlier (IQR method)
UY672089	4_Blue max (65535.0000) is an outlier (IQR method)
UY939335	0_SWIR min (-32768.0000) is an outlier (IQR method); 0_SWIR std (18836.6074) is an outlier (IQR method); 1_NIR min (-32768.0000) is an outlier (IQR method); 1_NIR std (19260.5059) is an outlier (IQR method); 2_Red min (-32768.0000) is an outlier (IQR method); 2_Red max (65535.0000) is an outlier (IQR method); 2_Red std (18323.0723) is an outlier (IQR method); 3_Green min (-32768.0000) is an outlier (IQR method); 3_Green std (18327.1582) is an outlier (IQR method); 4_Blue min (-32768.0000) is an outlier (IQR method); 4_Blue max (65535.0000) is an outlier (IQR method); 4_Blue std (18393.4980) is an outlier (IQR method)
